,body,Label
565,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Bloomberg's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
566,"tps-notification Dear student, Applications are now being accepted for Bloomberg's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 04, 11:59 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
567,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Goldman Sachs's Summer Analyst. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
568,"tps-notification Dear student, Applications are now being accepted for Goldman Sachs's Job Profile: Summer Analyst in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 01, 11:55 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
569,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Uber's Software Engineering Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
570,"tps-notification Dear student, Applications are now being accepted for Uber's Job Profile: Software Engineering Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 01, 09:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
571,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile A.P.T Portfolio Private Ltd's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
572,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile DE Shaw India's Software Developer Intern Cut off: 7 CGPA - CS, 8 CGPA - Other B.E.). *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
573,"tps-notification Dear student, Applications are now being accepted for A.P.T Portfolio Private Ltd's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Aug 31, 09:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
574,"tps-notification Dear student, Applications are now being accepted for DE Shaw India's Job Profile: Software Developer Intern Cut off: 7 CGPA - CS, 8 CGPA - Other B.E.) in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Aug 31, 09:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
575,"tps-notification Dear AYUSH GOYAL, You changes for B.E. (Hons.) - Computer Science has been approved. Please login to app.joinsuperset.com to view the details. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
576,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Trilogy Innovations's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
577,"tps-notification Dear student, Applications are now being accepted for Trilogy Innovations's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Aug 13, 08:30 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
578,"tps-notification Dear student, Placement cycle [PILANI ] Summer Internship 2021-22 is now open for registrations. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
579,"tps-notification Dear AYUSH GOYAL, Congratulations! You have successfully registered on Superset. In case you'd need any support, you can write to support@joinsuperset.com. Yours, Team Superset *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
580,"***Intended for 2023 Graduating Students Only*** Dear Students, You must have received a registration invite mail from Superset (Placement Unit Portal) with the subject ""*2023 Passout Placement Registration*"". The guideline for registering on the portal is attached below. Please follow it and begin registering only after going through it once carefully. *Kindly note that all the students are supposed to join the slack < ttps%3A%2F%2Fjoin.slack.com%2Ft%2Finternshipsea-i1j8669%2Fshared_invite%2Fz= t-sz3g664n-xo4pcVyvqI7cZD6~p0pPUg> group as a FIRST STEP* and then only proceed with registration on superset. Post your *queries *regarding the portal if any on the* #internship-queries* thread only. The* #announcement* thread is strictly for announcements from the PU team and no queries should be posted there. *Please note that it is compulsory for all the 2023 graduating students to register in the portal using the registration link sent to you. Kindly note that this is the registration for the Placement Portal which will be used for all the communications from the Placement Unit regarding your Placements as well as Internship season.* Also, Kindly note that the CGPA cutoff for the internship season will be decided based on the data we receive from the portal registration. We are in the discussion stage regarding the same. A final announcement about the Internship season CGPA cutoff will be announced through the portal after the registration is complete. For queries and issues, please reach out to us in the slack group. *The deadline for registration is 9 PM, 26 July 2021. * Warm regards, *Sanskriti Jindal* Email: Personal E-mail , University E-mail Phone- +91-8826640597 *=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84**=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2= =96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84**=E2=96=84=E2=96=84=E2=96= =84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84= =E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84* *Birla Institute of Technology & Science,* *Pilani* Pilani Campus, Rajasthan - 333 031, INDIA. [image: image.gif]",Intern/Placement
581,"tps-notification Dear student, Deadline for applications has been changed for Adobe's Job Profile: Research Intern. New Deadline: Sep 08, 11:00 PM If you have not applied already, login to app.joinsuperset.com and apply before deadline expires. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
582,"tps-notification IMPORTANT For Publicis Sapient Summer Internship application, you must apply on this link by 7 AM tomorrow as well other than Superset. Note: If you don't apply here, you won't be considered registered for the test:  Also only apply if you are eligible. Other cases won't be considered and will be blocked by the company.  Eligibility: B.E. Computer Science Students CGPA: 7 & Above Regards, Placement Unit *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
583,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Publicis Sapient's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
584,"tps-notification Dear student, Applications are now being accepted for Publicis Sapient's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 24, 08:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
585,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Qualcomm's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
586,"tps-notification Dear student, Applications are now being accepted for Qualcomm's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 24, 11:59 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
587,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Samsung R&D Institute India's Student Trainee - Software R&D. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
588,"tps-notification Dear student, Applications are now being accepted for Samsung R&D Institute India's Job Profile: Student Trainee - Software R&D in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 23, 02:16 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
589,"tps-notification Dear Product Aspirants,Are you preparing for your first product interview? Are y= ou finding it difficult to see the immense amount of PM prep materials avai= lable but not knowing where to start? We are here for you. We, PM Buddy, is= a volunteer-led group of significantly experienced Senior Product Managers= trying to accelerate your Product journeys. All the mentors have at least = 5+ years of core Product Management experience and have hired multiple APMs= /PMs in their careers.PM Buddy is delighted to bri= ng you two programs, a Bootcamp focussed on Cracking Product Management int= erviews and a Mock Interview and Mentorship platform where you can partner = up with experienced Product managers to do 1-on-1 product mock interviews. = Both the programs were created with the sole purpose of helping students cr= ack their first product job. Please refer to the individual sections below = to know more about each of these programs.Program = 1 -  Cracking Product Management interviews BootcampWe understand that preparing for PM interviews is unstructured and= complex - especially when you are appearing for your first Product Managem= ent interview. So, how would you differentiate yourself from the several ot= her candidates? This Bootcamp aims to prepare you for just that and provide= you with a structured approach to cracking Product interviews. This is a c= ondensed course that is very specific and focused on interviews and is grea= t for anyone appearing for PM interviews in the next few weeks or months. T= his will help you in product management interviews in your target companies= such as Flipkart, Ola, CRED, Axis Bank, etc. The course is structured and = timed in such a way that you will be ready by the time on-campus APM roles = and off-campus product intern roles open up.What d= o we offer - Learning from expe= rienced Product Managers with ~ 8+ years of experience in product and exper= tise in hiring APMs and Junior PMsP= roduct portfolio building and mentorship sessions Lifetime access to a community of like-minded people an= d experienced PMsHow is this course different = -The course is delivered by mentors = who have been hiring APMs, junior and senior PMs for a few years now and th= ey bring in several years of industry experienceThe course focuses on structured interview prep that will help= you learn and apply in your interviews very wellMore details about the course are attached in the brochure.<= /p>Course dates - 2nd(Sat) and 3rd(Sun) = Oct 2021Duration - 12 hours totalRegistration link - />RP4RxRTsGnKMxCQU6<= /li>Registration Deadline - By Wednesday, Se= pt 28th night at 11:59 PMThe details of paymen= ts are as mentioned below -Pack 1= BootcampRs. 2249/-<= td>Payment LinkPack 2 *Bootcamp + 1-1 product deck review/re= sume review (1 hour)Rs. 2999/-Payment LinkPack 3 *<= /p>Bootcamp + 1-1 product interview and feedback (1= hour)Rs. 2999/-P= ayment LinkPack 4 *Bootcamp + 1-1 product deck review/resume review (1 hour)+ 1-1= product interview and feedback (1 hour)Rs. 350= 0/-Payment Link* There are limited slots for Packs 2, 3, a= nd 4, and hence book immediately if you need 1x1 assistance. Mentors will b= e assigned on booking.Register here and complete the payment for the pack you are intereste= d in using the payment link for the respective pack mentioned above.You can also watch a demo mock interview session taken by= Premanku, one of our mentors here. You can check our LinkedIn page here and our YouTube channel here. If you would lik= e to learn more about the program or chat with one of the mentors, please d= rop an email to connect.pmbuddy@gmail.com.&nbs= p;Program 2 -  1-on-1 Product Mock Interview and Me= ntorship PlatformAre you preparing for your first = APM interview? Do you feel like doing a mock interview with an experienced = PM and getting your answers reviewed by them? Well, we are here for you! PM= Buddy Mock Interview Platform does exactly that and more. We have created = this platform with the intention to help all the aspiring PMs, especially f= rom the student community to achieve their first product job. We are a volunteer-led group of significantly experienced = Senior Product Managers trying to accelerate your Product journeys. All the= mentors have at least 5+ years of core Product Management experience and h= ave hired multiple APMs/PMs in their careers.How d= oes this work?Complete the registration and paymen= t of Rs 1000 here for one mock interview. Men= tion which type of mock interview you want to take in the form. Once you re= gister, we will reach out to you and will allot an experienced PM for your = preferred time slot. This platform is specifically focused and designed for= undergraduate students who are interviewing for their first APM Role.<= br />Registration and payment page - />PMBuddyMockInterviews = Watch a few of our previous mock interviews at - it.ly/PMBuddyFor any queries reach out to us @= connect.pmb= uddy@gmail.com.Thanks!Team = PM Buddy  <= /div> Attachments : Click on the link to download =09PM Buddy Mock Interview Platfo= rm.pdf =09PM Buddy Bootcamp Brochure_2.p= df =20 =20 =09 See Notice in App *** This is a sy= stem generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
590,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Hilti's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
591,"tps-notification Dear student, Applications are now being accepted for Hilti's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 22, 09:00 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
592,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Standard Chartered's Internship. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
593,"tps-notification Dear student, Applications are now being accepted for Standard Chartered's Job Profile: Internship in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. No deadline has been set yet, however, you are requested to apply as soon as possible. . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
594,"tps-notification Dear student, Applications are now being accepted for MathWorks's Job Profile: Intern in Engineering Development Group in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 18, 11:59 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
595,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Adobe's Product Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
596,"tps-notification Dear student, Applications are now being accepted for Adobe's Job Profile: Product Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 18, 02:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
597,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile MathWorks's Intern in Engineering Development Group. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
598,"tps-notification Dear student, Deadline for applications has been changed for MathWorks's Job Profile: Intern in Engineering Development Group. New Deadline: Sep 17, 01:00 PM If you have not applied already, login to app.joinsuperset.com and apply before deadline expires. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
599,"tps-notification Dear student, Applications are now being accepted for MathWorks's Job Profile: Intern in Engineering Development Group in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 18, 01:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
600,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Citrix Systems's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
601,"tps-notification Dear student, Applications are now being accepted for Citrix Systems's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 17, 12:10 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
602,"tps-notification Dear student, Applications are now being accepted for Cisco Systems India Pvt. Ltd.'s Job Profile: Software Engineer - Network_Embedded_Application Development in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 16, 11:00 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
603,"tps-notification We regret to inform you that you are not shortlisted for next stage of Wells Fargo's placement process for Software Engineer Intern. We would like to wish you very best for future placements. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
604,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Cisco Systems India Pvt. Ltd.'s Software Engineer - Network_Embedded_Application Development. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
605,"tps-notification Dear student, Applications are now being accepted for Cisco Systems India Pvt. Ltd.'s Job Profile: Software Engineer - Network_Embedded_Application Development in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 14, 12:10 AM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
606,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile WalmartLabs's Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
607,"tps-notification Dear student, Applications are now being accepted for WalmartLabs's Job Profile: Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 11, 11:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
608,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Media.net's SDE -Internship. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
609,"tps-notification Dear student, Applications are now being accepted for Media.net's Job Profile: SDE -Internship in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 09, 11:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
610,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Wells Fargo's Software Engineer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
611,"tps-notification Dear student, Applications are now being accepted for Wells Fargo's Job Profile: Software Engineer Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 08, 12:30 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
612,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Flipkart's Software Development Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
613,"tps-notification Dear student, Applications are now being accepted for Flipkart's Job Profile: Software Development Intern in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 07, 06:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
614,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile DevRev.ai's Member Of Technical Staff. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
615,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Adobe's Research Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
616,"tps-notification Dear AYUSH GOYAL, You have successfully submitted your application for Job Profile Arcesium's Software Developer Intern. *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
617,"tps-notification Dear student, Applications are now being accepted for DevRev.ai's Job Profile: Member Of Technical Staff in FIRST JOB category. Additional Details Job Profile Category FIRST JOB Login to app.joinsuperset.com to view details and apply. Deadline for applications is Sep 07, 11:00 PM . *** This is a system generated email. Please do not reply to this email. *** You are receiving this email because you have subscribed to our list. To <a href="" or to change email preference please visit your profile</p> Superset #2724, Level 3, 31st Main, 16th Cross HSR Layout, Bangalore, 560102 © 2019 GreekTurtle.",Intern/Placement
